index,tag,depth,id,classes,attrs,inner_text_len
350,img,9,,breakpoint rating-image,"{""src"": ""/static-assets/content-assets/cms2/img/attend-events/championship/2026-naic/pokemon-center/show-your-favorite/2026-naic-169.png"", ""data-maxwidth720px"": ""/static-assets/content-assets/cms2/img/attend-events/championship/2026-naic/pokemon-center/show-your-favorite/2026-naic-169.png"", ""data-minwidth721px"": ""/static-assets/content-assets/cms2/img/attend-events/championship/2026-naic/pokemon-center/show-your-favorite/2026-naic-169.png"", ""alt"": ""Show Your Favorite: International Championships Style""}",0
351,div,8,,banner banner banner-yellow,{},179
352,h3,9,,,{},53
353,p,9,,,{},126
354,a,6,,,"{""href"": ""/us/features/come-with-us-to-the-pokemon-go-times-square-celebration""}",122
355,div,7,,content-block content-block-full,{},122
356,div,8,,tile-image-wrapper,{},0
357,img,9,,breakpoint rating-image,"{""src"": ""/static-assets/content-assets/cms2/img/video-games/_tiles/pokemon-go/2026/07/nyc/pokemon-go-169.png"", ""data-maxwidth720px"": ""/static-assets/content-assets/cms2/img/video-games/_tiles/pokemon-go/2026/07/nyc/pokemon-go-169.png"", ""data-minwidth721px"": ""/static-assets/content-assets/cms2/img/video-games/_tiles/pokemon-go/2026/07/nyc/pokemon-go-169.png"", ""alt"": ""Pokémon GO Celebrated Ten Years of History in NYC""}",0
358,div,8,,banner banner banner-blue,{},122
359,h3,9,,,{},49
360,p,9,,,{},73
361,a,6,,,"{""href"": ""/us/news"", ""data-analytics-label"": ""#need-analytics-label""}",54
362,div,7,,content-block content-block-full,{},54
363,div,8,,color-block color-block-orange,{},13
364,h2,9,,,{},13
365,div,8,,banner banner-lightblue dog-ear-br,{},41
366,p,9,,,{},41
367,div,5,,loader,{},0
368,div,3,back-to-top,visible-mobile,{},11
369,span,4,,offscreen,{},11
370,footer,3,,global-footer,{},0
371,div,3,modal,popup,{},380
372,div,4,,externalLink,{},380
373,h6,5,,,{},81
374,p,5,,,{},285
375,div,5,,buttons-wrapper,{},14
376,a,6,,button button-green arrow-right continueBtn,"{""href"": ""#""}",8
377,a,6,,button button-darkgray arrow-left closeBtn,"{""href"": ""#""}",6
378,div,3,pokemon-center-modal,popup,{},123
379,div,4,,externalLink centerLink,{},123
380,h6,5,,,{},68
381,h6,5,,,{},41
382,div,5,,buttons-wrapper,{},14
383,a,6,,button button-green arrow-right continueBtn,"{""href"": ""#""}",8
384,a,6,,button button-darkgray arrow-left closeBtn,"{""href"": ""#"", ""target"": ""_blank""}",6
385,div,3,site-search-modal,popup,{},0
386,form,4,site-search-widget,form-analytics,"{""name"": ""site-search-modal""}",0
387,span,5,,search,{},0
388,input,6,site-search-widget-term,,"{""type"": ""search"", ""placeholder"": ""Search"", ""name"": ""search"", ""autocomplete"": ""off""}",0
389,span,5,,submit icon icon_search,{},0
390,input,6,site-search-widget-submit,,"{""type"": ""submit"", ""value"": """"}",0
391,div,5,modal-search-results,,{},0
392,div,3,report-screen-name-success-modal,popup,{},152
393,h6,4,,,{},32
394,div,4,,modalBox,{},120
395,img,5,,hidden-mobile,"{""src"": ""https://assets.pokemon.com/static2/_ui/img/chrome/external_link_bumper.png"", ""alt"": """"}",0
396,p,5,,,{},115
397,div,5,,buttons-wrapper,{},5
398,a,6,,button button-orange closeBtn,"{""href"": ""#""}",5
399,div,3,report-screen-name-failure-modal,popup,{},149
400,h6,4,,,{},32
401,div,4,,modalBox,{},117
402,img,5,,hidden-mobile,"{""src"": ""https://assets.pokemon.com/static2/_ui/img/chrome/external_link_bumper.png"", ""alt"": """"}",0
403,p,5,,,{},112
404,div,5,,buttons-wrapper,{},5
405,a,6,,button button-orange closeBtn,"{""href"": ""#""}",5
406,div,3,popupScreen,popupScreen,{},0
407,div,3,video-modal,popup,{},58
408,span,4,,watch-token-info,{},53
409,span,5,,token_icon,{},0
410,p,5,,token_verbal,{},53
411,span,6,,token_amount,{},1
412,div,4,,video-modal-wrapper,{},5
413,header,5,,video-header,{},0
414,h4,6,episodeInfo,,{},0
415,h1,6,episodeTitle,,{},0
416,div,5,,video-container,{},0
417,p,5,,legal,"{""style"": ""padding-top: 10px""}",0
418,p,5,,video-summary,{},0
419,a,5,,closeBtn button button-orange no-arrow right,"{""href"": ""#""}",5
420,i,6,,icon icon_multiply,{},0
421,script,3,,,"{""type"": ""text/javascript""}",206
422,script,3,,,"{""data-main"": ""https://assets.pokemon.com/static2/_ui/js/home.js"", ""src"": ""https://assets.pokemon.com/static2/_ui/js/vendor/require.js""}",0
423,script,3,,,"{""type"": ""text/javascript""}",69
424,script,3,,,"{""type"": ""text/javascript"", ""src"": ""/_Incapsula_Resource?SWJIYLWA=719d34d31c8e3a6e6fffd425f7e032f3&ns=3&cb=1742007295"", ""async"": """"}",0
